Depth (ft),%Na,%Mg,%Al,%Si,%P,%S,%K,%Ca,%Ti,%Mn,%Fe,V ppm,Cr ppm,Co ppm,Ni ppm,Cu ppm,Zn ppm,Ga ppm,As ppm,Pb ppm,Th ppm,Rb ppm,U ppm,Sr ppm,Y ppm,Zr ppm,Nb ppm,Mo ppm,Quartz,Dolomite,Illite,Calcite,Gypsum,Microclin,Albite,Pyrite,Kaolinite
5789.333,0.2589,0,0.499,4.5221,0,0.3817,0.315,30.2821,0.0391,0.0141,0.9428,42,18,7,20,15,9,5,0,5,3,23,4,245,17,43,3,0,3.4,4.3,5.4,64.4,5.6,4.9,3.9,5.9,2.1
5789.667,0.4219,1.2332,6.5044,22.7015,0.066,1.1171,2.4042,7.5186,0.3593,0.0212,2.4267,33,107,6,41,14,55,13,1,9,9,107,2,192,31,204,10,7,,,,,,,,,
5790,0.3972,3.1129,5.1028,18.5699,0.1093,0.9161,1.7344,12.1577,0.2781,0.0191,2.7249,50,86,7,36,13,23,9,6,10,7,87,0,190,33,152,7,7,,,,,,,,,
5790.333,0.3386,1.3572,7.1237,24.3981,0.0884,0.9931,2.4845,7.7329,0.3334,0.0208,2.3771,31,106,3,41,11,41,9,3,10,9,112,5,176,28,186,9,7,,,,,,,,,
5790.667,0.4003,1.359,7.2712,23.9599,0.0735,0.9936,2.5648,7.7459,0.3535,0.0214,2.3825,16,107,7,36,12,70,12,4,10,10,125,1,175,30,190,9,11,,,,,,,,,
5791,0.4626,0.9795,7.7323,25.4875,0.0814,0.9061,2.8174,5.7079,0.4184,0.0214,2.1964,42,110,8,39,11,37,14,0,8,10,127,10,208,29,186,11,12,28.9,13,10.5,15.9,9.8,6.7,4.7,6.8,3.8
5791.333,0.3425,1.3111,6.6689,23.6709,0.1217,1.4527,2.3683,8.1249,0.336,0.0205,2.2241,37,94,7,34,14,28,12,5,11,9,114,0,185,29,197,11,9,,,,,,,,,
5791.667,0.3908,1.3616,7.724,26.8042,0.0741,0.9578,2.9445,4.7277,0.3906,0.0227,2.2226,38,115,6,39,12,29,13,5,11,10,127,9,221,26,183,10,8,,,,,,,,,
5792,0.43,0.8537,8.6235,26.8676,0.041,0.9856,3.3668,3.192,0.4449,0.0232,2.5181,56,110,7,48,17,46,16,2,11,12,164,6,224,24,164,12,9,,,,,,,,,
5792.333,0.434,1.3611,7.3791,24.7616,0.0641,1.134,2.6363,6.2281,0.3746,0.0216,2.3902,27,113,8,37,12,80,14,3,10,9,120,4,213,29,182,11,9,,,,,,,,,
5792.667,0.3615,1.7006,6.3983,21.8989,0.0849,0.9114,2.6375,9.5486,0.3278,0.0192,2.4435,22,102,7,37,13,30,12,4,10,9,110,6,303,23,145,8,9,29.8,11.1,10.9,17.6,9,9,3.8,6,2.8
5793,0.2497,0,0.4237,3.0101,0,0.2591,0.2629,36.2593,0.0269,0.0143,0.8278,38,14,6,12,13,15,7,4,9,3,16,0,440,4,16,1,0,,,,,,,,,
5793.333,0.2379,0,0.9112,4.0011,0.0741,0.3267,0.4184,33.7201,0.0392,0.0141,0.8995,43,17,6,11,16,7,4,7,10,4,18,0,941,0,4,3,0,,,,,,,,,
5793.667,0.4,2.9827,5.6295,18.3469,0.0972,0.952,2.2632,11.6443,0.286,0.0174,2.9594,37,89,7,41,14,32,11,5,10,9,118,2,185,28,117,7,9,,,,,,,,,
5794,0.361,3.1687,5.6301,17.3809,0.2713,1.2378,2.2362,12.8663,0.3027,0.0165,2.6877,38,88,5,29,13,46,8,3,9,8,103,0,255,31,114,6,3,,,,,,,,,
5796.333,0.3811,2.1148,7.2178,22.1578,0.1327,1.019,2.7806,7.2879,0.3875,0.0188,2.9069,16,112,10,37,12,51,10,4,10,10,131,6,177,29,132,9,4,12.4,24.4,8.1,32,7,5.2,3,5.4,2.5
5796.667,0.1742,0,0.287,3.1635,0,0.1983,0.2821,36.1979,0.0308,0.0138,0.7655,32,17,7,13,15,18,5,0,9,3,15,1,253,16,23,1,0,,,,,,,,,
5797,0.5077,0.0444,4.6144,14.7606,0.1069,1.0533,2.0618,11.043,0.2954,0.0167,2.6459,37,80,9,35,14,97,11,3,10,8,99,9,206,31,105,7,5,,,,,,,,,
5797.333,0.3693,2.9443,5.7726,17.6509,0.2502,1.213,2.2228,12.4892,0.2887,0.017,2.6753,11,90,9,32,13,108,11,0,7,8,98,3,199,31,106,7,6,,,,,,,,,
5797.667,0.3529,3.3752,5.3741,17.1053,0.3163,1.7161,2.0601,12.5714,0.2768,0.0178,2.9803,35,91,11,37,15,92,12,0,9,8,96,3,192,37,119,6,5,,,,,,,,,
5798,0.362,2.8723,5.0908,17.5503,0.1781,0.9813,1.9492,12.7111,0.2959,0.0172,2.6802,48,93,5,39,14,34,9,1,8,7,94,0,175,33,114,7,5,14.8,26.6,6.5,27.4,6.4,5.1,3.5,5.3,4.4
5798.333,0.3741,3.4735,5.1569,18.4252,0.161,1.0065,1.9758,12.6489,0.2598,0.0185,2.7511,60,91,9,36,9,41,9,2,10,5,63,8,194,28,123,6,12,,,,,,,,,
5798.667,0.3478,2.7244,3.6971,12.7922,0.4514,0.7941,1.4557,19.2823,0.1989,0.0156,2.179,58,69,6,34,17,60,7,8,10,6,69,10,277,26,82,4,6,,,,,,,,,
5799,0.241,0,0.1754,2.7891,0,0.1701,0.2001,36.1811,0.0321,0.0135,0.7777,36,14,7,16,13,32,8,1,9,3,20,0,172,14,24,2,0,,,,,,,,,
5799.333,0.3832,2.6058,2.9205,12.4005,0.2497,1.0016,1.0452,18.3216,0.1587,0.0155,2.6767,70,66,11,31,11,30,7,1,4,5,63,1,185,26,76,4,9,,,,,,,,,
5799.667,0.338,3.2198,2.2999,11.4795,0.3082,0.9158,0.9076,19.5922,0.1333,0.0147,2.4775,69,56,3,19,17,20,3,1,7,4,33,0,192,21,45,3,0,2.9,3.8,4.3,66.2,5.5,3.7,5.2,3.9,4.4
5800,0.3503,3.2412,2.9484,14.6175,0.4241,0.8698,1.0866,18.2307,0.1711,0.0157,2.4474,74,63,6,27,16,34,7,2,8,5,56,0,233,29,81,4,0,,,,,,,,,
5800.333,0.4043,3.733,4.3369,16.9214,0.3236,0.8891,1.6368,14.3826,0.2487,0.0177,2.5154,54,94,2,49,17,110,12,5,11,7,77,22,1020,8,88,8,5,,,,,,,,,
5800.667,0.2534,0,0.1983,3.4114,0.0314,0.2308,0.1975,34.7036,0.0293,0.0135,0.8247,39,13,8,19,14,12,6,4,8,3,18,0,674,7,8,3,0,,,,,,,,,
5801,0.3958,3.2804,3.173,17.7047,0.1721,1.2664,0.8625,14.4386,0.162,0.0187,2.3577,84,94,7,26,14,65,8,1,6,5,53,0,187,29,118,6,6,,,,,,,,,
5801.333,0.4032,2.4208,4.1662,21.6125,0.0554,1.3225,1.3293,9.4412,0.2332,0.0196,2.5287,65,105,7,30,9,49,5,1,6,4,50,4,178,27,151,6,13,,,,,,,,,
5801.667,0.3052,1.4462,5.377,23.3763,0.1527,1.21,2.0817,9.6648,0.307,0.019,2.362,63,110,7,39,11,43,11,2,8,8,106,2,185,26,134,7,12,19.3,16.6,7.1,30.3,7.7,6.6,3.3,5.4,3.7
5802,0.2313,0,0.4828,4.7739,0.0684,0.2849,0.2439,34.4212,0.0337,0.0139,0.8204,42,23,7,22,17,15,5,3,7,3,16,13,742,2,5,2,0,,,,,,,,,
5802.333,0.248,0,0.4074,5.0768,0.1046,0.3364,0.2595,33.4001,0.0343,0.014,0.8536,39,24,8,15,12,15,5,2,9,4,19,0,974,0,9,2,0,,,,,,,,,
5802.667,0.3179,1.6062,4.5669,16.848,0.482,1.3181,1.5473,15.6805,0.2504,0.0165,1.9792,51,102,5,58,30,121,17,2,11,8,67,38,2649,0,51,10,0,,,,,,,,,
5803,0.3173,1.6176,4.7408,17.5461,0.4253,1.214,1.7862,14.2958,0.2568,0.0168,2.275,62,96,5,57,32,268,15,2,9,8,95,21,1416,0,58,9,5,,,,,,,,,
5803.333,0.3746,1.7405,4.0292,17.9157,0.2654,1.3473,1.6308,12.6697,0.2512,0.0179,2.4114,68,102,7,46,16,72,10,1,8,7,88,7,219,29,89,8,3,27.9,14.6,6.1,29.6,8.1,3.2,2.4,5.3,2.8
5803.667,0.3894,2.9805,4.8795,18.5574,0.214,1.0896,1.8687,12.5145,0.2685,0.018,2.6559,58,87,4,40,17,70,10,5,10,8,99,7,257,26,91,7,6,,,,,,,,,
5804,0.3662,3.6898,4.2092,16.6453,0.2014,1.0547,1.5812,13.92,0.229,0.0167,2.5919,69,94,12,37,14,210,8,0,6,6,76,9,234,28,102,7,11,,,,,,,,,
5804.333,0.3894,2.8608,5.6237,19.1356,0.2758,0.9434,2.1152,11.0664,0.3063,0.0175,2.8361,15,112,9,47,18,52,8,3,9,9,108,1,193,34,109,7,3,,,,,,,,,
5804.667,0.4088,2.1078,5.7844,20.2882,0.3557,0.6922,2.2357,10.1734,0.3318,0.0181,2.8389,55,115,7,47,16,36,10,13,14,9,122,0,191,36,114,9,15,,,,,,,,,
5805,0.3912,2.7019,5.7146,19.7981,0.1783,0.7617,2.1906,10.2887,0.293,0.0185,2.9841,80,98,9,49,14,65,11,2,9,9,115,2,181,34,115,8,7,19.3,23.1,10.5,18.2,10.4,6.6,3.3,5.4,3.1
5806.333,0.3936,2.1664,6.7306,21.5309,0.1881,1.0449,2.4949,9.0002,0.3312,0.019,2.7456,36,119,6,47,17,94,13,0,7,10,127,5,190,31,129,8,8,,,,,,,,,
5806.667,0.3962,2.1391,7.1323,22.9089,0.1856,0.7753,2.7944,7.5682,0.3674,0.0198,2.9082,62,115,6,41,15,65,13,0,9,10,134,4,190,31,120,8,4,,,,,,,,,
5807,0.3497,1.0574,7.1575,24.1275,0.1477,1.683,2.7507,6.229,0.3585,0.0192,2.8371,60,119,5,43,15,57,14,3,11,11,144,8,197,29,150,8,7,,,,,,,,,
5807.333,0.4106,1.7591,6.6435,23.4398,0.1503,1.7617,2.5234,7.0797,0.318,0.0198,2.7354,64,112,6,38,15,72,11,3,10,9,116,8,189,29,161,8,9,,,,,,,,,
5807.667,0.4385,0.9192,7.4759,26.7368,0.1148,0.999,3.0996,4.366,0.4006,0.0208,2.9016,85,116,6,42,18,94,14,4,11,10,133,11,194,29,166,10,10,,,,,,,,,
5808,0.2955,1.3935,6.6688,25.5415,0.1153,2.0268,2.785,4.727,0.3489,0.0203,2.8168,81,118,11,47,15,64,12,9,12,10,135,0,188,28,181,8,11,15.1,25.4,9.3,23.1,7.8,6.3,4.6,4.8,3.5
5808.333,0.3617,1.1745,6.0976,27.4137,0.078,1.4402,2.5344,4.5782,0.3261,0.0219,2.3191,67,118,8,27,9,27,10,4,9,8,97,12,161,29,225,11,19,,,,,,,,,
5808.667,0.3923,1.8844,5.8405,23.5919,0.2459,1.2541,2.8172,8.4134,0.3198,0.02,2.2384,53,128,4,52,18,107,13,4,10,9,108,11,226,33,165,9,8,,,,,,,,,
5809,0.4022,2.3809,5.4436,18.259,0.1091,1.4565,2.2103,11.8803,0.283,0.0176,2.6289,50,87,8,40,12,33,10,2,9,8,107,7,210,29,115,9,9,,,,,,,,,
5809.333,0.364,1.822,5.6856,20.9987,0.2843,1.118,2.8356,10.2639,0.3021,0.0191,2.2238,50,116,5,52,18,53,12,2,9,8,109,16,339,36,145,10,13,,,,,,,,,
5810,0.4031,1.4065,4.2727,15.3323,0.0389,0.6835,1.8663,13.063,0.2394,0.0176,2.7581,40,86,10,42,14,29,10,5,10,8,102,0,212,33,117,7,8,17.3,25.3,7.6,25.9,8.2,5.2,2.4,4.8,3.3
5810.333,0.382,2.4329,5.0702,18.0872,0.0991,1.154,2.0472,11.9642,0.2717,0.0177,2.8627,39,84,8,42,12,29,11,3,10,8,106,0,207,33,131,8,7,,,,,,,,,
5810.667,0.4058,1.4547,6.7269,24.9155,0.1385,1.7381,2.747,5.9687,0.3577,0.0199,2.6295,65,106,7,50,15,86,14,10,13,9,118,2,220,29,208,9,17,,,,,,,,,
5811,0.3307,1.074,6.4673,21.5928,0.2428,1.2744,2.9457,9.2848,0.331,0.0187,2.3824,60,125,7,50,19,56,14,0,10,10,124,0,221,32,144,8,9,,,,,,,,,
5811.333,0.3572,1.3318,6.087,27.4374,0.1045,2.0794,2.4835,4.5821,0.3558,0.0208,2.5875,63,105,8,39,12,54,11,8,11,7,96,18,163,27,201,9,19,,,,,,,,,
5811.667,0.3873,1.1371,6.672,26.6481,0.0871,1.9586,2.677,4.6272,0.3661,0.0215,2.3737,87,111,10,39,13,26,11,5,10,9,124,2,178,28,216,11,13,,,,,,,,,
5812,0.338,1.4069,5.9054,23.0702,0.2239,1.5564,2.7431,8.1069,0.3015,0.0193,2.1866,29,117,6,55,19,212,15,2,11,9,115,1,202,37,183,10,14,,,,,,,,,
5812.333,0.4256,1.1049,6.248,25.483,0.1706,1.182,2.8828,6.6428,0.3286,0.0205,2.3997,55,122,6,41,14,83,11,6,11,8,111,7,189,32,186,10,17,31.6,11.8,7.9,17.3,10.6,7.1,4.3,5.1,4.2
5812.667,0.3524,1.2796,7.0245,25.0909,0.1792,1.528,3.1173,6.5582,0.3664,0.0205,2.357,53,117,7,52,14,43,12,4,10,10,131,19,212,32,172,10,14,,,,,,,,,
5813,0.4488,0.9311,6.862,26.6786,0.0929,1.5439,2.9307,4.2869,0.3943,0.0207,2.4169,52,113,9,58,13,45,13,12,13,10,131,11,185,29,217,12,16,,,,,,,,,
5813.333,0.2018,1.044,2.6714,10.007,0.3889,1.2053,1.4686,26.205,0.1194,0.0151,1.2657,55,70,5,49,19,51,7,2,9,5,56,15,374,30,55,4,9,,,,,,,,,
5813.667,0.2876,0.2492,2.1772,10.3093,0.2944,1.345,1.1591,23.8869,0.1046,0.0152,1.3854,40,62,4,43,23,175,7,0,8,4,41,6,333,26,70,5,8,,,,,,,,,
5814,0.3112,0.1171,1.8256,7.9022,0.1242,0.829,0.8574,28.5462,0.0736,0.0146,1.1036,45,44,6,17,15,24,4,1,8,3,30,13,300,17,44,3,8,6,4.9,4.2,65.2,5.7,5,3.4,4,1.7
5814.333,0.3147,1.2921,2.1969,10.3529,0.0777,0.8309,1.1061,22.1343,0.1292,0.015,1.6438,48,59,5,34,11,44,8,4,9,5,56,6,297,23,96,7,5,10.1,13.3,4.1,49.7,7.4,5.8,3.4,3.6,2.5
5814.333,0.3034,0,0.585,3.8204,0,0.3887,0.3766,33.8075,0.0283,0.0136,0.8948,39,20,7,21,13,15,5,2,8,3,22,7,281,13,36,2,0,,,,,,,,,
5814.667,0.2897,0.6667,2.2808,11.3993,0.2369,1.1537,1.1162,22.2133,0.1141,0.0155,1.4195,62,57,4,42,19,78,5,5,8,5,45,0,299,19,83,6,4,,,,,,,,,
5814.667,0.3599,1.8045,3.5763,13.6227,0.1112,1.17,1.5012,19.7955,0.1734,0.0153,1.8408,36,75,6,46,17,34,11,5,10,7,78,0,286,24,130,6,5,,,,,,,,,
5815,0.3383,1.6269,5.4234,18.0095,0.2401,1.6855,2.126,14.7019,0.2562,0.0166,2.3496,62,84,5,43,17,50,13,10,13,8,103,5,279,27,161,8,16,,,,,,,,,
5815,0.2604,1.9205,2.3905,9.8733,0.3767,1.6103,1.5137,22.4781,0.1239,0.0152,1.5547,66,68,2,64,25,141,8,8,11,6,63,0,346,21,63,5,6,,,,,,,,,
5815.333,0.3375,2.7169,2.6788,10.6508,0.5412,1.3117,1.6138,22.5533,0.1404,0.0153,1.6171,64,70,3,67,28,129,9,3,9,6,62,2,355,28,65,6,9,,,,,,,,,
5815.667,0.3327,1.9354,2.5936,11.3168,0.2958,1.2064,1.5558,21.9182,0.1246,0.0156,1.6945,73,70,2,58,23,172,7,6,9,5,52,11,325,28,79,6,8,8,13.5,6.1,50.8,7,4.9,4.4,3.6,1.7
5816,0.3173,2.4015,2.8704,11.3773,0.2993,1.2367,1.673,21.8895,0.1333,0.0159,1.7092,77,77,2,56,21,152,7,7,10,6,67,5,330,26,75,4,13,,,,,,,,,
5816.333,0.2972,1.4496,1.9512,9.3843,0.1734,1.41,1.3176,20.9653,0.1077,0.0154,1.632,73,66,6,55,28,311,8,5,8,5,53,7,297,23,59,5,4,,,,,,,,,
5816.667,0.3244,1.9461,2.5113,10.5215,0.3257,1.0747,1.4991,23.2036,0.1238,0.0152,1.6384,62,68,5,54,24,90,8,4,9,5,57,12,329,24,60,5,9,,,,,,,,,
5817,0.3703,1.7114,2.6114,13.1798,0.2722,1.2314,1.4372,19.4177,0.1238,0.0163,1.6922,59,81,3,55,20,163,7,4,8,4,43,8,323,23,82,5,10,9.3,18,4,47.3,5.4,5.6,1.6,4.8,4
5817.333,0.3856,2.6224,3.0915,13.362,0.2662,1.2264,1.5093,18.1261,0.1565,0.0163,2.1366,72,61,6,47,16,62,8,1,9,5,55,15,261,23,99,5,10,,,,,,,,,
5817.667,0.3341,2.0592,3.5581,14.0927,0.1656,1.4005,1.6657,16.2797,0.1522,0.0162,2.1264,63,72,7,56,25,91,7,6,9,5,60,0,275,22,84,7,8,,,,,,,,,
5818,0.4284,1.3411,2.5673,13.8366,0.2677,1.0189,1.4005,17.3027,0.1483,0.0165,1.9642,89,69,9,41,16,92,7,4,8,5,58,6,279,28,103,4,8,,,,,,,,,
5818.333,0.2978,2.1813,3.7907,12.6998,0.2482,1.0212,1.8507,20.4559,0.183,0.0156,1.8905,52,69,8,42,20,47,7,9,10,6,71,13,291,26,85,5,7,,,,,,,,,
5818.667,0.3202,2.363,3.318,11.1802,0.2909,1.3696,1.7677,22.6136,0.1587,0.0153,1.8204,49,66,4,33,20,66,9,5,10,5,58,1,270,29,70,4,1,5.3,15.1,4.5,54.7,6.1,5.3,2.4,3.9,2.8
5819,0.3555,1.6908,4.3627,13.0107,0.2659,0.8756,2.1203,19.3664,0.2225,0.016,2.0121,35,77,8,51,17,41,7,6,9,7,85,7,288,31,82,5,7,,,,,,,,,
5819.333,0.349,2.2737,3.7339,11.6087,0.2452,1.0397,1.759,21.2388,0.1759,0.0145,1.8007,39,66,6,40,16,56,9,5,9,6,70,7,279,24,76,6,5,,,,,,,,,
5819.667,0.1642,0.3388,0.6316,3.5285,0.014,0.5437,0.497,33.2039,0.0418,0.0139,0.9076,36,25,8,17,16,17,4,3,6,3,23,0,257,19,29,1,2,,,,,,,,,
5820,0.2904,2.3324,3.5695,11.28,0.2357,1.2268,1.6482,21.5518,0.1733,0.0145,1.7138,40,68,5,44,17,51,9,1,9,6,66,0,284,28,71,6,2,6.4,9,4.4,52.6,8.1,5.2,4.1,7.5,2.7
5820.333,0.3821,1.9491,3.7998,11.6462,0.2222,0.9188,1.7977,19.834,0.1913,0.0148,1.9514,22,81,5,49,19,61,10,0,7,7,79,3,284,25,84,6,5,,,,,,,,,
5820.667,0.2277,0.8992,1.9568,7.6631,0.1881,0.9817,1.1077,29.1825,0.1047,0.0143,1.2285,48,49,4,35,16,39,6,6,8,4,41,12,272,25,54,4,2,,,,,,,,,
5821,0.3492,0,1.294,6.0104,0.0444,0.6363,0.9982,25.8779,0.0849,0.0139,1.2029,33,37,5,26,17,57,5,5,9,4,40,3,258,18,43,4,0,,,,,,,,,
5821.333,0.3321,1.4536,3.0492,10.0488,0.2328,1.0141,1.5026,24.5674,0.1577,0.0151,1.5294,50,55,7,42,20,60,8,6,9,6,62,0,270,29,68,5,0,5.5,8.9,4.6,55.1,7.5,4.3,4.3,5.6,4.2
5821.667,0.2645,1.6292,2.8535,9.6251,0.2403,1.2485,1.4586,24.4466,0.1405,0.0147,1.4887,49,47,7,32,20,54,8,4,9,5,47,0,284,25,56,4,1,,,,,,,,,
5822,0.3204,1.5435,3.7594,11.3287,0.3855,1.7421,1.9234,21.9175,0.1872,0.0149,1.9529,22,60,6,46,21,61,7,6,9,6,67,2,307,26,71,4,8,,,,,,,,,
5822.333,0.2772,1.2576,3.7705,11.5672,0.3177,1.3134,1.9422,21.3511,0.2086,0.015,2.0228,30,61,8,56,23,55,9,5,9,6,65,6,309,28,70,7,6,,,,,,,,,
5822.667,0.2268,0.9495,3.2746,11.6263,0.2873,1.1619,1.5488,23.0035,0.1487,0.0151,1.5311,55,70,3,43,19,73,8,8,11,6,67,0,286,30,70,6,4,7.2,9,5.4,52.5,8,4.1,3.2,7,3.6
5823,0.3247,1.0752,3.4343,12.4526,0.2579,1.4377,1.693,20.7436,0.162,0.0156,1.5796,53,83,5,38,17,77,9,6,10,6,70,7,286,27,78,6,2,,,,,,,,,
5824.333,0.2599,0.8613,3.1381,10.7335,0.243,0.9594,1.4848,23.7081,0.1457,0.015,1.3668,53,63,7,42,16,28,6,6,10,6,62,9,287,26,65,4,0,,,,,,,,,
5824.667,0.3336,1.6741,3.4977,11.886,0.3087,1.1578,1.6512,22.5031,0.162,0.0154,1.6341,48,81,3,44,14,46,8,7,10,6,71,1,262,25,70,4,6,,,,,,,,,
5825,0.3,0.9377,2.7062,10.2131,0.213,0.9001,1.4754,21.6789,0.1371,0.0155,1.3812,50,64,6,45,18,38,10,3,10,5,62,15,285,28,67,4,7,,,,,,,,,
5825.333,0.3326,1.2549,3.6761,12.1741,0.3461,1.0473,1.7877,21.9746,0.1692,0.0155,1.5974,44,72,6,53,24,51,8,5,9,7,76,9,296,27,74,6,2,,,,,,,,,
5825.667,0.3299,1.0626,3.2406,12.1278,0.319,1.0709,1.6267,22.2855,0.1622,0.0154,1.4529,53,71,6,48,20,45,8,4,9,7,73,0,265,27,74,5,3,9.1,9.6,6.7,48.3,7.1,6.6,4.2,5.9,2.4
5826,0.3352,1.2997,3.6922,13.1325,0.3441,1.4905,1.9246,20.4794,0.1835,0.0158,1.5137,49,82,6,59,21,48,10,4,10,7,79,0,280,33,81,5,4,,,,,,,,,
5826.333,0.2907,1.1057,3.4619,13.1347,0.394,1.3588,1.7895,21.5561,0.1648,0.0157,1.4237,58,74,5,48,23,117,10,4,10,6,66,8,296,28,78,4,12,,,,,,,,,
5826.667,0.4023,0,3.0893,15.6898,0.5593,1.211,1.4601,17.2795,0.1657,0.0163,1.5328,42,72,6,41,19,92,9,4,8,5,58,0,291,45,132,7,5,,,,,,,,,
5827,0.3961,0.5894,3.6932,17.9064,0.2267,1.2062,1.6105,15.1526,0.163,0.0174,1.4966,48,91,3,38,18,71,7,4,9,6,69,0,243,30,143,7,10,15.3,8.6,3.9,45,8.9,5.9,5.2,4.3,3.1
5827.333,0.3728,1.9031,5.8771,21.3749,0.0975,1.2869,2.2864,11.5577,0.3154,0.0201,2.0557,1,83,8,26,11,21,11,9,12,8,102,1,264,24,177,9,14,,,,,,,,,
5827.667,0.4413,1.2569,4.8293,23.2968,0.1059,1.4417,1.8813,10.6153,0.2819,0.0212,1.626,29,93,3,23,15,18,8,8,10,7,90,2,249,26,257,10,24,,,,,,,,,
5828,0.3574,1.482,4.5147,17.6692,0.1439,0.9435,1.8826,14.4486,0.2461,0.0171,2.0247,37,83,3,29,11,20,10,4,10,7,86,9,273,25,143,7,14,,,,,,,,,
5828.333,0.3535,3.4828,3.316,11.256,0.1322,0.8597,1.4275,21.0186,0.1703,0.0157,1.9871,51,57,9,30,11,18,7,5,10,6,69,3,290,23,86,4,5,,,,,,,,,
5828.667,0.3511,3.4641,3.5508,11.1061,0.169,1.6358,1.4782,20.572,0.1674,0.0152,1.9289,50,63,7,32,13,26,6,5,9,6,62,0,290,21,77,4,2,5.7,10.1,5.4,53.3,7.7,5.2,5.1,3.8,3.6
5829,0.3513,2.7834,2.8318,10.6287,0.1467,0.8365,1.3018,22.6798,0.1392,0.0148,1.5305,55,53,6,37,18,35,10,0,7,6,67,0,300,23,77,4,7,,,,,,,,,
5829.333,0.2994,0.3367,0.4197,3.2611,0,0.2114,0.2994,34.7151,0.0294,0.0137,0.8188,41,9,5,17,15,12,4,5,9,3,21,0,255,17,25,2,0,,,,,,,,,
5829.667,0.2426,0,0.9292,4.8684,0.019,0.4322,0.5472,31.9021,0.0465,0.0138,0.9022,36,17,5,16,14,20,4,3,6,4,28,0,262,18,30,0,1,,,,,,,,,
5830,0.321,2.2544,3.7199,12.2198,0.2546,1.1998,1.7439,20.0934,0.1661,0.0149,1.9103,37,72,3,40,24,173,9,5,9,6,66,8,313,23,76,6,4,7.5,16,4.9,48,7.2,4.2,4.1,5.4,2.8
5830.333,0.4113,1.507,2.5064,10.3484,0.1,0.9353,1.309,18.0013,0.1496,0.0155,1.9245,66,64,3,38,19,100,8,2,9,5,61,13,281,26,97,8,13,,,,,,,,,
5830.667,0.3478,3.5252,3.7469,12.5524,0.1963,1.0827,1.6045,18.8677,0.1829,0.0152,1.9449,31,80,3,35,18,101,10,4,9,7,77,6,280,26,87,6,6,,,,,,,,,
5831,0.353,2.3183,1.54,9.3713,0.118,0.5865,0.7461,23.7046,0.0984,0.0156,1.428,57,56,1,24,14,31,5,0,6,4,42,8,305,22,123,5,10,,,,,,,,,
5831.333,0.2474,0.0776,0.3473,3.731,0,0.2766,0.2859,33.9284,0.0298,0.0138,0.8051,44,20,7,14,13,13,4,2,6,3,22,1,267,15,39,2,0,,,,,,,,,
5831.667,0.2155,0.7007,0.4333,3.4724,0,0.234,0.2508,35.3711,0.0372,0.0139,0.7742,35,16,7,13,17,17,5,1,7,3,19,0,268,16,44,3,1,2.9,4.4,3.7,65.8,5.8,5.1,4.6,3.4,4.5
5832,0.2002,1.1745,2.4331,8.5634,0.4092,1.3259,1.3546,25.7506,0.1148,0.0146,1.4182,43,51,3,45,31,95,12,11,13,6,43,24,2631,0,0,8,0,,,,,,,,,
5832.333,0.279,1.5521,2,6.8932,0.4784,1.0382,0.9152,28.3928,0.0895,0.0143,1.2379,39,48,3,53,38,344,11,12,13,7,46,9,2631,0,0,9,0,3.3,8.3,5.2,62.1,6.7,4.8,3.8,3.7,2.1
5832.333,0.2697,0.5238,1.8148,7.0442,0.3831,1.1571,1.0553,26.3292,0.1129,0.0141,1.2901,39,43,5,60,36,185,12,11,13,7,51,26,2711,0,0,8,6,,,,,,,,,
5832.667,0.2168,1.1458,2.1531,7.7331,0.3996,1.2327,1.0581,27.7136,0.1266,0.0143,1.2246,46,48,3,48,24,112,11,9,12,6,40,31,2503,0,1,8,7,,,,,,,,,
5832.667,0.2367,1.7793,2.3443,8.3018,0.2107,1.4005,1.2509,27.4521,0.1239,0.0142,1.3059,35,57,5,31,17,89,8,6,9,5,44,9,644,15,44,4,4,,,,,,,,,
5833,0.4115,1.9786,3.8526,14.7271,0.0826,1.4852,1.4912,17.2844,0.1695,0.0159,1.6633,13,73,2,38,17,52,8,5,10,5,48,13,383,12,90,4,6,,,,,,,,,
5833.333,0.3549,2.1979,2.3226,10.5694,0.0979,1.3329,1.0215,20.8444,0.1164,0.0152,1.4341,47,60,2,33,16,64,6,3,7,4,36,18,350,16,98,3,9,,,,,,,,,
5833.667,0.4035,1.521,1.7367,9.5648,0.0581,1.0819,0.8761,21.7131,0.0983,0.0151,1.3615,56,58,4,31,15,42,4,6,9,4,37,10,323,21,96,4,9,,,,,,,,,
5834,0.2021,0,0.3647,3.4622,0.0354,0.3,0.248,35.3243,0.0273,0.0138,0.7912,36,20,7,23,19,23,7,3,8,3,19,1,920,0,25,5,3,3.2,7.3,5.5,59.5,6.2,5.2,5.1,5.4,2.5
5834.333,0.2784,2.6887,1.9737,9.0006,0.1834,1.1372,0.9429,24.8618,0.1062,0.0148,1.2832,29,56,4,32,17,72,6,5,9,5,44,0,347,18,70,4,0,,,,,,,,,
5834.667,0.3025,2.3252,2.1161,8.6511,0.1965,1.2177,1.0165,25.7049,0.1058,0.0145,1.3329,31,53,1,42,19,78,6,6,9,5,45,0,368,28,69,6,0,,,,,,,,,
